sep=,
DeviceTag:,C
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2024-03-14_11:44:43_000 EDT
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,2945682085,0.642691,0.372981,-0.567712,0.354336,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,2945698752,0.642660,0.372978,-0.567729,0.354367,9.86262321472168,0.77634578943253,0.79216253757477,1.24770987033844,-0.15287581086159,0.60545855760574
2,2945715419,0.642643,0.372979,-0.567731,0.354394,9.85872077941895,0.75376045703888,0.79824221134186,1.26700901985168,-0.05407480895519,0.50117647647858
3,2945732086,0.642696,0.372921,-0.567718,0.354380,9.86273956298828,0.77537894248962,0.79656440019608,0.68884068727493,0.32438480854034,0.33655089139938
4,2945748753,0.642700,0.372900,-0.567686,0.354446,9.84683990478516,0.74074202775955,0.67222303152084,1.34291219711304,0.33568003773689,0.62361800670624
5,2945765420,0.642555,0.373123,-0.567644,0.354541,9.77949237823486,0.78884148597717,0.67495822906494,2.94701027870178,-0.72520446777344,0.13423615694046
6,2945782087,0.642586,0.373067,-0.567695,0.354461,9.93365287780762,0.74839621782303,0.92596614360809,0.34906268119812,-0.22023721039295,0.25877791643143
7,2945798754,0.642674,0.372843,-0.567795,0.354377,9.78415584564209,0.73684614896774,0.64188337326050,-0.67858934402466,0.18606345355511,0.88374060392380
8,2945815421,0.642747,0.372700,-0.567844,0.354317,9.81352424621582,0.73955607414246,0.73060482740402,-0.06109268963337,0.22115284204483,0.57950013875961
9,2945832088,0.642690,0.372629,-0.567993,0.354256,9.82471370697021,0.70355743169785,0.75574535131454,0.33988055586815,-0.90736180543900,0.87067818641663
10,2945848755,0.642522,0.372672,-0.568092,0.354357,9.88334560394287,0.71777701377869,0.78474038839340,1.89193344116211,-0.98481476306915,1.27757430076599
11,2945865422,0.642403,0.372792,-0.568088,0.354455,9.84002971649170,0.74072992801666,0.76896375417709,2.34119296073914,-0.53295552730560,0.58613383769989
12,2945882089,0.642317,0.372847,-0.568166,0.354427,9.82829856872559,0.74054205417633,0.77820354700089,1.27470564842224,-0.92817211151123,0.40526974201202
13,2945898756,0.642267,0.372830,-0.568248,0.354404,9.88301563262939,0.77660554647446,0.78139537572861,0.86846256256104,-0.62426471710205,0.63885754346848
14,2945915423,0.642266,0.372772,-0.568313,0.354361,9.88699054718018,0.74674427509308,0.75931823253632,0.51741486787796,-0.30445170402527,0.54338616132736
15,2945932090,0.642252,0.372762,-0.568329,0.354373,9.84450912475586,0.74757444858551,0.73708164691925,1.10100030899048,-0.11838829517365,0.50480067729950
16,2945948757,0.642209,0.372819,-0.568330,0.354389,9.83963584899902,0.73811614513397,0.73086696863174,1.54858231544495,-0.30597573518753,0.29267635941505
17,2945965424,0.642156,0.372885,-0.568314,0.354442,9.83615779876709,0.69239908456802,0.73677885532379,1.77927577495575,-0.21188744902611,0.40346398949623
18,2945982091,0.642120,0.372915,-0.568306,0.354489,9.82353019714355,0.71358513832092,0.72865128517151,1.53856742382050,-0.10358414798975,0.49958842992783
19,2945998758,0.642090,0.372909,-0.568348,0.354482,9.83250999450684,0.76678097248077,0.74971592426300,1.02814495563507,-0.34794211387634,0.50692653656006
20,2946015425,0.642079,0.372895,-0.568379,0.354464,9.84593200683594,0.77598357200623,0.77015024423599,0.93737357854843,-0.23591214418411,0.42250707745552
21,2946032092,0.642074,0.372892,-0.568402,0.354441,9.86248493194580,0.77127951383591,0.79924845695496,0.95090985298157,-0.21743260324001,0.32023555040359
22,2946048759,0.642094,0.372909,-0.568392,0.354404,9.88069343566895,0.75965499877930,0.78096026182175,1.01052343845367,-0.06067007780075,0.03611390665174
23,2946065426,0.642102,0.373001,-0.568341,0.354375,9.84898281097412,0.72110599279404,0.71089166402817,1.49907290935516,-0.08437463641167,-0.30310708284378
24,2946082093,0.642171,0.373048,-0.568256,0.354334,9.82945632934570,0.73313409090042,0.69874429702759,1.17800498008728,0.37753120064735,-0.41194829344749
25,2946098760,0.642186,0.373035,-0.568329,0.354206,9.80556297302246,0.72128164768219,0.73584401607513,0.34567540884018,-0.60291016101837,-0.01894059032202
26,2946115427,0.642190,0.372978,-0.568385,0.354168,9.86323070526123,0.71156132221222,0.75763428211212,0.55899721384048,-0.23055909574032,0.52301132678986
27,2946132094,0.642158,0.372994,-0.568427,0.354142,9.82873153686523,0.77216410636902,0.73160308599472,1.06516826152802,-0.46068921685219,0.34758996963501
28,2946148761,0.642130,0.373041,-0.568462,0.354085,9.85981464385986,0.75260454416275,0.75782388448715,1.08094549179077,-0.57326984405518,0.06004897132516
29,2946165428,0.642126,0.373080,-0.568479,0.354027,9.84937572479248,0.79335248470306,0.74607890844345,1.02326571941376,-0.37730705738068,-0.01709007471800
30,2946182095,0.642158,0.373115,-0.568470,0.353945,9.84825992584229,0.74733614921570,0.74960839748383,0.88164031505585,-0.17499235272408,-0.25743961334229
31,2946198762,0.642201,0.373085,-0.568479,0.353884,9.87292480468750,0.73669147491455,0.74313241243362,0.61147755384445,-0.00442459387705,0.10136226564646
32,2946215429,0.642224,0.373032,-0.568499,0.353867,9.86061191558838,0.76540136337280,0.77906960248947,0.69571781158447,0.04441241919994,0.46583101153374
33,2946232096,0.642264,0.372966,-0.568504,0.353855,9.86926651000977,0.75358557701111,0.78200566768646,0.65685045719147,0.22093513607979,0.45887708663940
34,2946248763,0.642304,0.372885,-0.568527,0.353832,9.83679103851318,0.73075503110886,0.77517151832581,0.50117647647858,0.15160155296326,0.51571166515350
35,2946265430,0.642345,0.372801,-0.568553,0.353803,9.84862804412842,0.73417747020721,0.71448332071304,0.45167994499207,0.12846049666405,0.50994879007339
36,2946282097,0.642364,0.372751,-0.568578,0.353780,9.82757472991943,0.76044827699661,0.73126286268234,0.70454770326614,-0.01703244447708,0.44643574953079
37,2946298764,0.642352,0.372706,-0.568630,0.353768,9.85142040252686,0.77239733934402,0.73195570707321,0.76717716455460,-0.24444118142128,0.62556457519531
38,2946315431,0.642348,0.372673,-0.568673,0.353739,9.85519886016846,0.76377058029175,0.73876172304153,0.75020879507065,-0.24127803742886,0.45524016022682
39,2946332098,0.642350,0.372699,-0.568677,0.353702,9.84294795989990,0.77008908987045,0.71140414476395,1.05341184139252,-0.21889251470566,0.07842607796192
40,2946348765,0.642345,0.372754,-0.568669,0.353667,9.83688163757324,0.73883116245270,0.73550289869308,1.27839386463165,-0.24510712921619,-0.03462196514010
41,2946365432,0.642338,0.372802,-0.568674,0.353621,9.83800983428955,0.73293405771255,0.72750401496887,1.15260994434357,-0.33333009481430,-0.02282731980085
42,2946382099,0.642317,0.372834,-0.568703,0.353579,9.83609199523926,0.74318569898605,0.75617218017578,1.07815361022949,-0.43895682692528,0.15372741222382
43,2946398766,0.642309,0.372801,-0.568754,0.353545,9.85337924957275,0.76661449670792,0.74282693862915,0.72086948156357,-0.30584767460823,0.46844351291656
44,2946415433,0.642310,0.372785,-0.568785,0.353511,9.84721279144287,0.76928281784058,0.74437129497528,0.81247323751450,-0.23172450065613,0.32362928986549
45,2946432100,0.642305,0.372795,-0.568800,0.353487,9.83754253387451,0.75634729862213,0.73145335912704,1.04766178131104,-0.21122151613235,0.24594593048096
46,2946448767,0.642296,0.372855,-0.568782,0.353469,9.83360862731934,0.74294239282608,0.70830005407333,1.35523200035095,-0.19367682933807,-0.00181209854782
47,2946465434,0.642280,0.372905,-0.568776,0.353453,9.84187126159668,0.74501609802246,0.72900819778442,1.32634079456329,-0.24126520752907,0.09581711143255
48,2946482101,0.642260,0.372925,-0.568808,0.353417,9.85695838928223,0.74822872877121,0.72381901741028,1.02079403400421,-0.40270206332207,0.23294749855995
49,2946498768,0.642246,0.372923,-0.568850,0.353376,9.84954738616943,0.74438095092773,0.73146766424179,0.89552241563797,-0.38747534155846,0.30517533421516
50,2946515435,0.642229,0.372927,-0.568876,0.353363,9.86493015289307,0.75388258695602,0.74707978963852,1.06006479263306,-0.26909983158112,0.37306812405586
51,2946532102,0.642224,0.372947,-0.568877,0.353349,9.85356616973877,0.76258713006973,0.76934516429901,1.13443136215210,-0.14799019694328,0.21569095551968
52,2946548769,0.642228,0.372989,-0.568859,0.353326,9.83505535125732,0.76694923639297,0.72664654254913,1.23777854442596,-0.11427105218172,0.01784564927220
53,2946565436,0.642220,0.373017,-0.568868,0.353296,9.85011672973633,0.74347573518753,0.74070990085602,1.13145399093628,-0.25934779644012,0.13847507536411
54,2946582103,0.642224,0.372994,-0.568892,0.353275,9.82831192016602,0.77360731363297,0.72482931613922,0.85691124200821,-0.13452430069447,0.38766101002693
55,2946598770,0.642229,0.372945,-0.568939,0.353243,9.83868217468262,0.75687509775162,0.73524010181427,0.65371930599213,-0.19165980815887,0.49671345949173
56,2946615437,0.642230,0.372907,-0.568984,0.353207,9.84788799285889,0.75574952363968,0.69478905200958,0.69612753391266,-0.24025991559029,0.44049999117851
57,2946632104,0.642232,0.372894,-0.569012,0.353172,9.84361743927002,0.74766296148300,0.73151642084122,0.82764869928360,-0.21785521507263,0.30279329419136
58,2946648771,0.642217,0.372898,-0.569048,0.353139,9.84871959686279,0.76808226108551,0.73391151428223,0.94136911630630,-0.35927575826645,0.30468869209290
59,2946665438,0.642192,0.372918,-0.569078,0.353113,9.86241912841797,0.77076590061188,0.73707878589630,1.09857988357544,-0.38606661558151,0.28267455101013
60,2946682105,0.642220,0.372879,-0.569104,0.353062,9.85848426818848,0.76355242729187,0.74882918596268,0.62445038557053,-0.08717922121286,0.26824176311493
61,2946698772,0.642171,0.372945,-0.569088,0.353107,9.82845211029053,0.72885406017303,0.63132756948471,1.73464572429657,-0.21161854267120,0.35593971610069
62,2946715439,0.642008,0.373171,-0.569114,0.353122,9.80100440979004,0.77982985973358,0.73886197805405,2.53715586662292,-1.30252742767334,-0.01949766837060
63,2946732106,0.642048,0.373134,-0.569158,0.353018,9.92907142639160,0.73737102746964,0.88919889926910,0.30710905790329,-0.26381722092628,0.04101873561740
64,2946748773,0.642141,0.372951,-0.569260,0.352879,9.77709007263184,0.75025409460068,0.62367564439774,-0.74623245000839,-0.03957802429795,0.47193962335587
65,2946765440,0.642158,0.372857,-0.569350,0.352801,9.82947731018066,0.73274344205856,0.65788984298706,0.12454173713923,-0.34891536831856,0.55186396837234
66,2946782107,0.642054,0.372824,-0.569526,0.352741,9.85136890411377,0.72402679920197,0.72413855791092,0.57911598682404,-1.30494797229767,0.90867459774017
67,2946798774,0.641871,0.372929,-0.569587,0.352865,9.90700054168701,0.76035761833191,0.77783113718033,2.36457085609436,-0.96653366088867,1.07435679435730
68,2946815441,0.641725,0.373103,-0.569596,0.352931,9.82739830017090,0.74945592880249,0.70150560140610,2.49282026290894,-0.90508246421814,0.32452571392059
69,2946832108,0.641629,0.373218,-0.569646,0.352904,9.87096500396729,0.74891090393066,0.73329621553421,1.63402605056763,-0.98965549468994,0.12819156050682
70,2946848775,0.641590,0.373242,-0.569688,0.352881,9.88757896423340,0.79167342185974,0.76410549879074,1.10287010669708,-0.50528097152710,0.34547689557076
71,2946865442,0.641587,0.373224,-0.569703,0.352882,9.88000488281250,0.76704508066177,0.71088260412216,1.01574850082397,-0.07286173105240,0.46000412106514
72,2946882109,0.641570,0.373261,-0.569683,0.352905,9.83411693572998,0.76306682825089,0.68022799491882,1.45183026790619,-0.05192334577441,0.28271296620369
73,2946898776,0.641508,0.373367,-0.569668,0.352932,9.81164073944092,0.73798555135727,0.70791184902191,1.89076781272888,-0.41069322824478,0.15265166759491
74,2946915443,0.641438,0.373460,-0.569669,0.352958,9.81860828399658,0.74399989843369,0.69912064075470,1.81290507316589,-0.47586473822594,0.26597505807877
75,2946932110,0.641369,0.373487,-0.569744,0.352934,9.82155513763428,0.74859571456909,0.68188661336899,1.14472126960754,-0.77568697929382,0.48694863915443
76,2946948777,0.641334,0.373488,-0.569820,0.352874,9.82744884490967,0.77222710847855,0.70911395549774,0.76885479688644,-0.67395341396332,0.34834551811218
77,2946965444,0.641308,0.373454,-0.569892,0.352840,9.87544631958008,0.78459155559540,0.73450815677643,0.71537542343140,-0.46933346986771,0.56738531589508
78,2946982111,0.641285,0.373444,-0.569930,0.352833,9.88344573974609,0.76895785331726,0.73136496543884,0.99776822328568,-0.29587149620056,0.50163745880127
79,2946998778,0.641304,0.373441,-0.569930,0.352800,9.89566230773926,0.75197350978851,0.72579437494278,0.92335057258606,-0.04480300843716,0.15727476775646
80,2947015445,0.641299,0.373500,-0.569894,0.352803,9.85373973846436,0.72736656665802,0.66432869434357,1.48211729526520,-0.04361202567816,0.04050648584962
81,2947032112,0.641358,0.373502,-0.569845,0.352774,9.83422470092773,0.76401072740555,0.69180870056152,0.95819669961929,0.32126009464264,-0.06572858989239
82,2947048779,0.641342,0.373490,-0.569898,0.352730,9.81739711761475,0.71319353580475,0.64845925569534,0.78558635711670,-0.42713016271591,0.36455196142197
83,2947065446,0.641320,0.373428,-0.569974,0.352714,9.88720893859863,0.72540771961212,0.76801276206970,0.62512272596359,-0.35486391186714,0.75535047054291
84,2947082113,0.641290,0.373402,-0.570001,0.352752,9.84202480316162,0.75331175327301,0.72936582565308,1.16674816608429,-0.11910546571016,0.75348728895187
85,2947098780,0.641257,0.373424,-0.570014,0.352767,9.85640716552734,0.74380999803543,0.74914574623108,1.32544445991516,-0.24143168330193,0.42780891060829
86,2947115447,0.641245,0.373433,-0.570015,0.352779,9.85470199584961,0.78341495990753,0.70136356353760,1.22627210617065,-0.08974049985409,0.38725122809410
