sep=,
DeviceTag:,B
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Inertial data Mode - High Fidelity
StartTime: ,2024-09-12_16:23:48_281 EDT
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Status
275,588513856,1.000000,0.000305,0.000420,0.000021,-0.152386,0.034237,0.016941,0
276,588530523,1.000000,0.000313,0.000420,0.000026,-0.151564,0.032994,0.015897,0
277,588547190,1.000000,0.000375,0.000366,0.000094,-0.151484,0.032939,0.016401,0
278,588563857,1.000000,0.000320,0.000390,0.000126,-0.151957,0.033977,0.016782,0
279,588580524,1.000000,0.000350,0.000377,0.000110,-0.152750,0.032487,0.016460,0
280,588597191,1.000000,0.000450,0.000340,0.000107,-0.152740,0.032141,0.015539,0
281,588613858,1.000000,0.000501,0.000331,0.000132,-0.152574,0.033110,0.015619,0
282,588630525,1.000000,0.000494,0.000399,0.000126,-0.152572,0.034142,0.015945,0
283,588647192,1.000000,0.000568,0.000478,0.000095,-0.152568,0.032758,0.016032,0
284,588663859,1.000000,0.000635,0.000489,0.000102,-0.151862,0.032129,0.015486,0
285,588680526,1.000000,0.000684,0.000452,0.000153,-0.151739,0.033935,0.015843,0
286,588697193,1.000000,0.000575,0.000421,0.000151,-0.152172,0.034197,0.016288,0
287,588713860,1.000000,0.000617,0.000421,0.000143,-0.152113,0.033385,0.016531,0
288,588730527,1.000000,0.000637,0.000426,0.000156,-0.151935,0.033126,0.017035,0
289,588747194,1.000000,0.000528,0.000477,0.000161,-0.152165,0.034075,0.016736,0
290,588763861,1.000000,0.000403,0.000511,0.000136,-0.151812,0.034040,0.016919,0
