sep=,
DeviceTag:,D,,,,,,,,,,,,,,,,,
FirmwareVersion:,3.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2023.6.1,,,,,,,,,,,,,,,,,
StartTime:,2024-09-05 16:20:01.000 -0400,,,,,,,,,,,,,,,,,
 2024,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
38, 71800797, -3.815523386001587, -13.53268051147461, 149.64016723632812, 2.3951144218444824, -0.6989197134971619, 9.723518371582031, -0.2387487292289734, 0.004091628361493349, -0.3378826975822449, 
39, 71817464, -3.8090617656707764, -13.555931091308594, 149.63938903808594, 2.4071178436279297, -0.6707358956336975, 9.679062843322754, 0.64382004737854, -1.1596020460128784, -0.14732424914836884, 
40, 71834131, -3.8076374530792236, -13.569064140319824, 149.62890625, 2.4060115814208984, -0.7335373163223267, 9.779986381530762, 0.4471401274204254, -0.5832908749580383, 0.3833773136138916, 
41, 71850798, -3.8132131099700928, -13.57728099822998, 149.644775390625, 2.3667197227478027, -0.7308265566825867, 9.738144874572754, -4.482221556827426E-4, -0.28553035855293274, 0.2645471692085266, 
42, 71867465, -3.827460527420044, -13.583198547363281, 149.6539306640625, 2.374505043029785, -0.7510106563568115, 9.756519317626953, -0.6235923767089844, -0.13296830654144287, -0.1713617444038391, 
43, 71884132, -3.8665175437927246, -13.545646667480469, 149.65171813964844, 2.423471689224243, -0.7362983822822571, 9.802896499633789, -1.9990198612213135, 2.4291725158691406, 0.4317789375782013, 
44, 71900799, -3.927410125732422, -13.502657890319824, 149.6544952392578, 2.4105043411254883, -0.725193977355957, 9.796631813049316, -3.3768808841705322, 2.772491931915283, 0.16791047155857086, 
45, 71917466, -4.012151718139648, -13.431648254394531, 149.6675262451172, 2.368774890899658, -0.7656170725822449, 9.82473087310791, -4.79505729675293, 4.443426132202148, 0.3625542223453522, 
46, 71934133, -4.102331638336182, -13.338910102844238, 149.69638061523438, 2.342648983001709, -0.7734783291816711, 9.707926750183105, -4.903603553771973, 5.667880058288574, 1.3600537776947021, 
47, 71950800, -4.164243221282959, -13.30341911315918, 149.67771911621094, 2.384565591812134, -0.7574888467788696, 9.625971794128418, -3.311837673187256, 2.266166925430298, 0.6768988966941833, 
48, 71967467, -4.194443702697754, -13.286308288574219, 149.6985321044922, 2.423276901245117, -0.7657454013824463, 9.646442413330078, -1.3178373575210571, 1.1479675769805908, 0.9978898763656616, 
49, 71984134, -4.1921467781066895, -13.302640914916992, 149.72061157226562, 2.302313804626465, -0.8015013337135315, 9.566385269165039, 0.6340488195419312, -0.8385213613510132, 0.8780097961425781, 
50, 72000801, -4.176673889160156, -13.337247848510742, 149.72979736328125, 2.2838003635406494, -0.8656697869300842, 9.724032402038574, 1.256667971611023, -1.8832507133483887, 0.06472969800233841, 
51, 72017468, -4.165891170501709, -13.36642074584961, 149.7199249267578, 2.364492416381836, -0.8270341157913208, 9.714844703674316, 0.8454560041427612, -1.5312423706054688, -0.523856520652771, 
52, 72034135, -4.1635589599609375, -13.341180801391602, 149.74020385742188, 2.419431209564209, -0.7324023246765137, 9.61819076538086, 0.6105363368988037, 1.644431233406067, 0.8238772749900818, 
53, 72050802, -4.15254545211792, -13.325177192687988, 149.75613403320312, 2.4251456260681152, -0.7316875457763672, 9.580991744995117, 1.1932123899459839, 1.0826935768127441, 1.0928490161895752, 
54, 72067469, -4.124125957489014, -13.319177627563477, 149.76779174804688, 2.3935790061950684, -0.7557329535484314, 9.638395309448242, 2.198126792907715, 0.5095325708389282, 0.9204756617546082, 
55, 72084136, -4.096851348876953, -13.31843090057373, 149.77980041503906, 2.3248450756073, -0.8242582678794861, 9.773417472839355, 2.092013359069824, 0.21280953288078308, 0.757642924785614, 
56, 72100803, -4.084008693695068, -13.294862747192383, 149.78848266601562, 2.35213041305542, -0.8348112106323242, 9.852699279785156, 1.163194179534912, 1.589568853378296, 0.5575819611549377, 
57, 72117470, -4.084738731384277, -13.262443542480469, 149.80433654785156, 2.3341856002807617, -0.8239560723304749, 9.823740005493164, 0.4202980101108551, 2.091923713684082, 0.8606828451156616, 
58, 72134137, -4.078519821166992, -13.25534439086914, 149.8211212158203, 2.316286325454712, -0.7929694652557373, 9.741004943847656, 0.8133249282836914, 0.578456461429596, 0.628849446773529, 
59, 72150804, -4.066659450531006, -13.258760452270508, 149.82595825195312, 2.3498198986053467, -0.8109390139579773, 9.754870414733887, 1.1021078824996948, -0.042914073914289474, 0.3603001832962036, 
60, 72167471, -4.061116695404053, -13.254212379455566, 149.8438720703125, 2.3256940841674805, -0.8040079474449158, 9.736531257629395, 0.8179543018341064, 0.4053337574005127, 0.7794711589813232, 
61, 72184138, -4.055159091949463, -13.244747161865234, 149.86013793945312, 2.357497215270996, -0.8120546936988831, 9.680015563964844, 0.7566311359405518, 0.7230144143104553, 0.4195552170276642, 
62, 72200805, -4.056947708129883, -13.226283073425293, 149.8800506591797, 2.3772170543670654, -0.7752479314804077, 9.706546783447266, 0.3788566291332245, 1.2389695644378662, 0.8007361888885498, 
63, 72217472, -4.051249980926514, -13.2520170211792, 149.89443969726562, 2.394756555557251, -0.7616835832595825, 9.678267478942871, 0.7889415621757507, -1.3901164531707764, 0.45021364092826843, 
64, 72234139, -4.024500370025635, -13.320079803466797, 149.9071502685547, 2.314642906188965, -0.7912468910217285, 9.625468254089355, 2.0172243118286133, -3.9057319164276123, 0.12982438504695892, 
65, 72250806, -3.986814022064209, -13.416167259216309, 149.92579650878906, 2.294430732727051, -0.8065865635871887, 9.701395988464355, 2.6980741024017334, -5.592392444610596, 0.10369943082332611, 
66, 72267473, -3.9482839107513428, -13.527673721313477, 149.95884704589844, 2.3668525218963623, -0.7868652939796448, 9.76890754699707, 2.9073424339294434, -6.568466663360596, 0.6737996935844421, 
67, 72284140, -3.908980369567871, -13.689053535461426, 149.96958923339844, 2.497605085372925, -0.779099702835083, 9.776776313781738, 2.911121129989624, -9.543486595153809, 0.2738702893257141, 
68, 72300807, -3.871612548828125, -13.846880912780762, 149.9938507080078, 2.404843330383301, -0.8140847682952881, 9.746630668640137, 2.896970272064209, -9.34908676147461, 0.6916007995605469, 
69, 72317474, -3.844599962234497, -14.023329734802246, 150.01992797851562, 2.4124910831451416, -0.8195298910140991, 9.757770538330078, 2.314204454421997, -10.474907875061035, 0.7238600254058838, 
70, 72334141, -3.819683790206909, -14.277091979980469, 150.06982421875, 2.4593253135681152, -0.7536822557449341, 9.648629188537598, 2.5504310131073, -15.203351020812988, 1.7935112714767456, 
71, 72350808, -3.7655060291290283, -14.811635971069336, 150.17132568359375, 2.469620704650879, -0.6115247011184692, 9.443053245544434, 5.296502113342285, -32.262969970703125, 4.409607887268066, 
72, 72367475, -3.6804888248443604, -15.744917869567871, 150.4272918701172, 2.5997776985168457, -0.44817933440208435, 9.498725891113281, 9.38785171508789, -56.64786911010742, 10.792187690734863, 
73, 72384142, -3.604499578475952, -17.199066162109375, 150.84376525878906, 2.9827358722686768, -0.3838726580142975, 9.679258346557617, 11.644312858581543, -88.36444854736328, 17.323787689208984, 
74, 72400809, -3.535517692565918, -18.89531707763672, 151.2308349609375, 3.258754253387451, -0.5309249758720398, 9.609046936035156, 11.58356761932373, -102.77513122558594, 15.614829063415527, 
75, 72417476, -3.455456256866455, -20.451095581054688, 151.53054809570312, 3.5240261554718018, -1.003104567527771, 9.367786407470703, 11.091979026794434, -94.02214813232422, 11.121780395507812, 
76, 72434143, -3.4307103157043457, -21.40086555480957, 151.759521484375, 3.4461669921875, -1.0115078687667847, 9.28165340423584, 6.662283420562744, -57.46101760864258, 9.280265808105469, 
77, 72450810, -3.398552179336548, -22.13485336303711, 151.88294982910156, 3.776641607284546, -0.7809082865715027, 9.185958862304688, 4.982646465301514, -44.19318389892578, 4.117353916168213, 
78, 72467477, -3.291317939758301, -23.025100708007812, 151.86349487304688, 4.010687351226807, -0.5687413215637207, 9.215567588806152, 6.304725170135498, -53.078269958496094, -4.327552318572998, 
79, 72484144, -3.119363307952881, -24.323274612426758, 151.7017059326172, 4.296058177947998, -0.4138820469379425, 9.342765808105469, 6.731362819671631, -77.07564544677734, -13.367072105407715, 
80, 72500811, -3.0068376064300537, -25.841596603393555, 151.62841796875, 4.394237995147705, -0.3770902454853058, 9.638260841369629, 5.178405284881592, -90.54579162597656, -8.979640007019043, 
81, 72517478, -3.0699644088745117, -27.671817779541016, 151.86264038085938, 4.65177583694458, -0.18431539833545685, 9.55156135559082, 2.8092892169952393, -110.1300048828125, 6.578474998474121, 
82, 72534145, -3.293987512588501, -29.664051055908203, 152.4221649169922, 5.044244766235352, -0.4727480411529541, 9.100724220275879, 2.8995823860168457, -120.8092041015625, 22.653453826904297, 
83, 72550812, -3.4979500770568848, -31.387561798095703, 152.9697265625, 5.099217414855957, -0.8872120380401611, 8.2086181640625, 4.673654556274414, -104.72974395751953, 22.00066566467285, 
84, 72567479, -3.6785500049591064, -32.626712799072266, 153.38943481445312, 5.169439792633057, -0.9297558665275574, 8.206683158874512, 2.761817455291748, -75.34966278076172, 16.515291213989258, 
85, 72584146, -3.809607982635498, -33.78350067138672, 153.65093994140625, 5.468948841094971, -0.7738874554634094, 8.445937156677246, 1.0048998594284058, -69.92789459228516, 8.402438163757324, 
86, 72600813, -3.901573896408081, -35.0215950012207, 153.82769775390625, 5.7595086097717285, -0.704651415348053, 8.313640594482422, 0.7585925459861755, -74.52704620361328, 3.5569372177124023, 
87, 72617480, -4.067103862762451, -36.19388961791992, 154.09170532226562, 6.125234127044678, -0.6410000324249268, 8.478515625, -0.4202606678009033, -70.88329315185547, 7.776174068450928, 
88, 72634147, -4.35320520401001, -37.583953857421875, 154.52847290039062, 6.482218265533447, -0.28302937746047974, 8.593957901000977, -1.1517817974090576, -84.53752899169922, 14.59144115447998, 
89, 72650814, -4.872321605682373, -39.30682373046875, 155.4033203125, 6.678720951080322, -0.2738852798938751, 8.440513610839844, 1.7444990873336792, -106.16606140136719, 32.493560791015625, 
90, 72667481, -5.629399299621582, -41.35012435913086, 156.7049560546875, 6.664510726928711, -0.47142520546913147, 7.883656978607178, 5.3422417640686035, -127.35810089111328, 47.91922378540039, 
91, 72684148, -6.245201110839844, -43.426055908203125, 157.89251708984375, 6.584542751312256, -1.1850074529647827, 6.6513447761535645, 11.286972999572754, -129.16616821289062, 39.32209396362305, 
92, 72700815, -6.639590263366699, -45.22843933105469, 158.7178955078125, 6.332912921905518, -1.2917790412902832, 6.4951863288879395, 11.16264820098877, -111.24641418457031, 22.901987075805664, 
93, 72717482, -6.737473487854004, -46.83845138549805, 159.05665588378906, 6.7786993980407715, -1.3843169212341309, 6.382669925689697, 9.002098083496094, -97.40734100341797, 2.5599796772003174, 
94, 72734149, -6.747241020202637, -48.15234375, 159.1226806640625, 7.240612030029297, -1.230641484260559, 6.624090671539307, 2.6100738048553467, -78.41948699951172, -6.836972236633301, 
95, 72750816, -6.779359340667725, -49.26908874511719, 159.1452178955078, 7.488943099975586, -1.0934574604034424, 6.741420269012451, -0.6187869906425476, -66.46531677246094, -7.271547317504883, 
96, 72767483, -6.951430320739746, -50.2322883605957, 159.34938049316406, 7.554714679718018, -0.9311257600784302, 6.6044087409973145, -0.6733274459838867, -58.15985870361328, 0.6664184331893921, 
97, 72784150, -7.273501873016357, -51.24919891357422, 159.77769470214844, 7.730730056762695, -0.8623213768005371, 6.432612419128418, 0.8754478096961975, -62.411163330078125, 8.292169570922852, 
98, 72800817, -7.685293197631836, -52.49919128417969, 160.4328155517578, 7.514777660369873, -0.7181376814842224, 5.982030868530273, 6.511242866516113, -77.38661193847656, 14.00367259979248, 
99, 72817484, -7.925358772277832, -54.11715316772461, 160.9966583251953, 7.431913375854492, -1.119297742843628, 5.5749311447143555, 13.007052421569824, -98.79914855957031, 6.552591800689697, 
100, 72834151, -7.808619976043701, -55.72541046142578, 161.10244750976562, 7.664504528045654, -1.3624677658081055, 5.540947437286377, 12.489265441894531, -95.9688720703125, -9.906874656677246, 
101, 72850818, -7.622567176818848, -57.15692138671875, 161.0139617919922, 8.137334823608398, -1.271234154701233, 5.750129699707031, 7.045144081115723, -84.6190185546875, -14.792004585266113, 
102, 72867485, -7.400674819946289, -58.30516052246094, 160.75831604003906, 8.528009414672852, -1.2661558389663696, 5.571096420288086, 0.6636683344841003, -67.15530395507812, -17.50934600830078, 
103, 72884152, -7.339638710021973, -59.11127853393555, 160.57174682617188, 8.636839866638184, -0.9500965476036072, 5.40442419052124, -5.5656609535217285, -47.16143035888672, -12.384676933288574, 
104, 72900819, -7.408454418182373, -59.76571273803711, 160.5358123779297, 8.727473258972168, -0.6189835667610168, 4.706389904022217, -5.644763469696045, -38.74785232543945, -6.55279016494751, 
105, 72917486, -7.333470821380615, -60.343055725097656, 160.4203643798828, 8.490966796875, -0.5985197424888611, 4.259288311004639, -1.1678414344787598, -33.83476257324219, -8.290775299072266, 
106, 72934153, -7.132820129394531, -60.70714569091797, 160.24790954589844, 8.504796981811523, -0.6734350323677063, 4.316856384277344, 3.361422538757324, -20.913036346435547, -8.209793090820312, 
107, 72950820, -6.835444450378418, -60.86411666870117, 160.0446319580078, 8.501435279846191, -0.6053076386451721, 4.316018104553223, 7.530030250549316, -8.4760160446167, -7.45830774307251, 
108, 72967487, -6.53107213973999, -60.733619689941406, 159.865478515625, 8.601469993591309, -0.7351874709129333, 4.522066116333008, 9.211748123168945, 8.55923843383789, -4.696232318878174, 
109, 72984154, -6.306156158447266, -60.309749603271484, 159.7468719482422, 8.696316719055176, -0.7278698682785034, 4.833056926727295, 7.641869068145752, 25.851186752319336, -1.0363948345184326, 
110, 73000821, -6.183008193969727, -59.72397232055664, 159.6622772216797, 8.750855445861816, -0.9437436461448669, 5.274194240570068, 3.342722177505493, 35.40222930908203, 0.8999382853507996, 
111, 73017488, -6.203639507293701, -58.96854782104492, 159.6788330078125, 8.44892692565918, -0.8613042235374451, 5.221591949462891, -0.016315408051013947, 45.175018310546875, 4.979343414306641, 
112, 73034155, -6.167339324951172, -58.14488220214844, 159.6241455078125, 8.322032928466797, -0.8483207821846008, 5.002913475036621, -0.23779034614562988, 49.46952819824219, 3.201403856277466, 
113, 73050822, -6.017873287200928, -57.31640625, 159.4169921875, 8.261014938354492, -0.7762227654457092, 5.174602031707764, -1.141491413116455, 50.287879943847656, -1.749107003211975, 
114, 73067489, -5.713056564331055, -56.46625900268555, 159.00076293945312, 8.31082820892334, -0.9550460577011108, 5.234457492828369, -2.2166473865509033, 52.29221725463867, -8.782912254333496, 
115, 73084156, -5.309359073638916, -55.33622741699219, 158.43850708007812, 8.075858116149902, -0.9394914507865906, 5.3144097328186035, -3.2804808616638184, 69.47026062011719, -12.749533653259277, 
116, 73100823, -4.863109588623047, -53.85268020629883, 157.79827880859375, 7.785646438598633, -0.8158459663391113, 5.61715841293335, -4.077099323272705, 90.809814453125, -14.71896743774414, 
117, 73117490, -4.506088733673096, -52.12686538696289, 157.2215576171875, 7.782411098480225, -0.8479461669921875, 6.169670581817627, -5.730070114135742, 105.07275390625, -12.744487762451172, 
118, 73134157, -4.297619342803955, -50.21070861816406, 156.82582092285156, 7.662161350250244, -0.6026304364204407, 6.192968845367432, -5.483209609985352, 115.92467498779297, -6.462122440338135, 
119, 73150824, -4.1316609382629395, -47.98814010620117, 156.492919921875, 7.48691987991333, -0.6443939805030823, 6.170712947845459, -4.6179680824279785, 134.1023712158203, -3.6701741218566895, 
120, 73167491, -3.914285898208618, -45.44904327392578, 156.07875061035156, 7.222258567810059, -0.7411210536956787, 6.423640251159668, -4.507787227630615, 153.33236694335938, -6.718859672546387, 
121, 73184158, -3.762016534805298, -42.624534606933594, 155.69375610351562, 6.841053009033203, -0.5595437288284302, 7.067564010620117, -6.352575302124023, 170.38555908203125, -5.622410774230957, 
122, 73200825, -3.72006893157959, -39.816192626953125, 155.37188720703125, 6.780335426330566, -0.3871960937976837, 7.832611083984375, -9.623653411865234, 169.27413940429688, -3.875197172164917, 
123, 73217492, -3.746490716934204, -37.20382308959961, 155.18643188476562, 6.528308868408203, -0.4567762613296509, 8.191835403442383, -7.924750328063965, 157.15606689453125, 1.174003005027771, 
124, 73234159, -3.8267099857330322, -34.69330596923828, 155.12648010253906, 5.9966349601745605, -0.4978713393211365, 8.069847106933594, -6.331352710723877, 150.6728057861328, 6.726044178009033, 
125, 73250826, -3.932337999343872, -31.995290756225586, 155.13214111328125, 5.432242393493652, -0.8033695816993713, 8.518660545349121, -5.553501605987549, 161.6743621826172, 10.943918228149414, 
126, 73267493, -4.2081522941589355, -28.693424224853516, 155.4454345703125, 5.044769287109375, -0.5482423901557922, 8.501335144042969, -6.4291205406188965, 196.6289825439453, 29.972698211669922, 
127, 73284160, -4.608588695526123, -24.94417953491211, 155.96853637695312, 5.166689872741699, -0.3348659574985504, 8.442985534667969, -9.233723640441895, 222.30018615722656, 44.9818000793457, 
128, 73300827, -4.942623615264893, -21.139842987060547, 156.44703674316406, 3.6378774642944336, -0.6498705148696899, 8.575833320617676, -8.18826961517334, 225.48065185546875, 45.136932373046875, 
129, 73317494, -5.212699890136719, -18.12554931640625, 156.75196838378906, 2.777158737182617, -1.0501152276992798, 8.691373825073242, -9.446414947509766, 178.8294677734375, 33.0010871887207, 
130, 73334161, -5.340283393859863, -15.519783020019531, 156.8021697998047, 2.3829827308654785, -1.161573052406311, 9.16874885559082, -6.15714693069458, 155.60057067871094, 17.094804763793945, 
131, 73350828, -5.440705299377441, -13.018519401550293, 156.7098388671875, 1.7831673622131348, -1.3553963899612427, 9.970749855041504, -6.745776653289795, 150.07077026367188, 8.611087799072266, 
132, 73367495, -5.4297590255737305, -11.094039916992188, 156.53416442871094, 1.672325849533081, -1.3013335466384888, 9.782743453979492, -0.8766171336174011, 116.02960205078125, 0.543437659740448, 
133, 73384162, -5.32937479019165, -9.393543243408203, 156.2860107421875, 1.9537442922592163, -1.0420947074890137, 9.592251777648926, 4.062851905822754, 103.03062438964844, -5.145381450653076, 
134, 73400829, -5.267740249633789, -7.651597023010254, 156.0235137939453, 1.2668044567108154, -1.2984201908111572, 10.741303443908691, 2.0564348697662354, 105.60035705566406, -5.968653678894043, 
135, 73417496, -5.387935161590576, -5.416835308074951, 155.78721618652344, 1.192519187927246, -1.2162959575653076, 11.132238388061523, -8.116847038269043, 134.88409423828125, -1.672853708267212, 
136, 73434163, -5.703296661376953, -2.954423427581787, 155.55906677246094, 1.0454068183898926, -1.2067798376083374, 10.717050552368164, -19.203542709350586, 148.43637084960938, 0.6068383455276489, 
137, 73450830, -6.070626258850098, -0.33705228567123413, 155.2140350341797, 0.9704902172088623, -0.9346781969070435, 9.892393112182617, -21.912471771240234, 158.41839599609375, -4.536706924438477, 
138, 73467497, -6.363990306854248, 1.9005056619644165, 154.9683074951172, 0.13960207998752594, -0.8784970641136169, 9.711644172668457, -16.69295883178711, 135.18914794921875, -0.15385913848876953, 
139, 73484164, -6.503502368927002, 3.1408371925354004, 154.88697814941406, 0.09210452437400818, -0.9828715324401855, 9.803553581237793, -7.469842433929443, 74.64449310302734, 3.469616651535034, 
140, 73500831, -6.429185390472412, 3.7796554565429688, 154.7812957763672, -0.0562954917550087, -0.9789652824401855, 9.77402114868164, 5.513227939605713, 38.980167388916016, -1.9911869764328003, 
141, 73517498, -6.221241474151611, 3.8563568592071533, 154.54690551757812, -0.14434413611888885, -1.1760377883911133, 10.342459678649902, 14.0702543258667, 6.338076591491699, -13.456567764282227, 
142, 73534165, -6.030144214630127, 3.8884663581848145, 154.16050720214844, -0.6781432628631592, -1.4943947792053223, 10.54514217376709, 13.684091567993164, 4.640545845031738, -22.81078338623047, 
143, 73550832, -5.992431640625, 4.306670188903809, 153.68162536621094, -0.649151086807251, -1.5219225883483887, 10.467543601989746, 4.984257698059082, 28.215723037719727, -25.892559051513672, 
144, 73567499, -6.100393295288086, 5.200389385223389, 153.21177673339844, -0.24279817938804626, -1.0053001642227173, 10.17912483215332, -3.4540648460388184, 56.55333709716797, -22.30323600769043, 
